*;ZWISCHENGEWICHT;;;;;;;;1;KGM;;1
WPABESABOG;;;;;;;;;0;KGM;;1
WPABESN;;;;;;;;;0;KGM;;1
WPABH;;;;;;;;;;KGM;;1
WPABKONA;;;;;;;;;.023;KGM;;1
WPABKONN;;;;;;;;;.021;KGM;;1
WPABREGS;;;;;;;;;0;KGM;;1
WPADAB;;;;;;;;;.002;KGM;;1
WPADDRE;;;;;;;;;.018;KGM;;1
WPADKAKLA;;;;;;;;;.006;KGM;;1
WPADRRE;;;;;;;;;.009;KGM;;1
WPAPGBEE;;;;;;;;;0;KGM;;1
WPAPGBEF;;;;;;;;;0;KGM;;1
WPAPGDB;;;;;;;;;0;KGM;;1
WPAPGFR;;;;;;;;;0;KGM;;1
WPAPGN;;;;;;;;;0;KGM;;1
WPAPGRA;;;;;;;;;0;KGM;;1
WPAPPBEE;;;;;;;;;35.53;KGM;;1
WPAPPBEF;;;;;;;;;38.934;KGM;;1
WPAPPDB;;;;;;;;;0;KGM;;1
WPAPPFR;;;;;;;;;0;KGM;;1
WPAPPN;;;;;;;;;0;KGM;;1
WPAPPRA;;;;;;;;;0;KGM;;1
WPAPTBEE;;;;;;;;;0;KGM;;1
WPAPTBEF;;;;;;;;;0;KGM;;1
WPAPTDB;;;;;;;;;0;KGM;;1
WPAPTFR;;;;;;;;;0;KGM;;1
WPAPTN;;;;;;;;;0;KGM;;1
WPAPTRA;;;;;;;;;0;KGM;;1
WPARHMATS;;;;;;;;;3.54;KGM;;1
WPATS135RD;;;;;;;;;0;KGM;;1
WPATS34RD;;;;;;;;;0;KGM;;1
WPATSANSRD;;;;;;;;;0;KGM;;1
WPATSDABOG;;;;;;;;;0;KGM;;1
WPATSRDBOG;;;;;;;;;0;KGM;;1
WPBABREGS;;;;;;;;;0;KGM;;1
WPBESCHLAGM;;;;;;;;;.424;KGM;;1
WPBG2ENDB;;;;;;;;;0;KGM;;1
WPBG2ENDN;;;;;;;;;0;KGM;;1
WPBG2ZWIN;;;;;;;;;0;KGM;;1
WPBG4ANFB;;;;;;;;;0;KGM;;1
WPBG4ANFN;;;;;;;;;0;KGM;;1
WPBG4B;;;;;;;;;0;KGM;;1
WPBG4N;;;;;;;;;0;KGM;;1
WPBGANFB;;;;;;;;;0;KGM;;1
WPBGANFN;;;;;;;;;0;KGM;;1
WPBGANFT;;;;;;;;;0;KGM;;1
WPBGB;;;;;;;;;0;KGM;;1
WPBGENDB;;;;;;;;;0;KGM;;1
WPBGENDN;;;;;;;;;0;KGM;;1
WPBGENDT;;;;;;;;;0;KGM;;1
WPBGHB;;;;;;;;;0;KGM;;1
WPBGN;;;;;;;;;0;KGM;;1
WPBGO;;;;;;;;;0;KGM;;1
WPBGS;;;;;;;;;0;KGM;;1
WPBGT;;;;;;;;;0;KGM;;1
WPBGZWIN;;;;;;;;;0;KGM;;1
WPBP2ENDB;;;;;;;;;0;KGM;;1
WPBP2ENDN;;;;;;;;;0;KGM;;1
WPBP2ZWIN;;;;;;;;;0;KGM;;1
WPBP4ANFB;;;;;;;;;0;KGM;;1
WPBP4ANFN;;;;;;;;;0;KGM;;1
WPBP4B;;;;;;;;;0;KGM;;1
WPBP4N;;;;;;;;;0;KGM;;1
WPBPANFB;;;;;;;;;0;KGM;;1
WPBPANFN;;;;;;;;;0;KGM;;1
WPBPANFT;;;;;;;;;0;KGM;;1
WPBPB;;;;;;;;;0;KGM;;1
WPBPENDB;;;;;;;;;0;KGM;;1
WPBPENDN;;;;;;;;;0;KGM;;1
WPBPENDT;;;;;;;;;0;KGM;;1
WPBPHB;;;;;;;;;0;KGM;;1
WPBPN;;;;;;;;;0;KGM;;1
WPBPO;;;;;;;;;0;KGM;;1
WPBPS;;;;;;;;;0;KGM;;1
WPBPT;;;;;;;;;0;KGM;;1
WPBPZWIN;;;;;;;;;0;KGM;;1
WPBT2ENDB;;;;;;;;;0;KGM;;1
WPBT2ENDN;;;;;;;;;0;KGM;;1
WPBT2ZWIN;;;;;;;;;0;KGM;;1
WPBT4ANFB;;;;;;;;;0;KGM;;1
WPBT4ANFN;;;;;;;;;0;KGM;;1
WPBT4B;;;;;;;;;0;KGM;;1
WPBT4N;;;;;;;;;0;KGM;;1
WPBTANFB;;;;;;;;;0;KGM;;1
WPBTANFN;;;;;;;;;0;KGM;;1
WPBTANFT;;;;;;;;;0;KGM;;1
WPBTB;;;;;;;;;0;KGM;;1
WPBTENDB;;;;;;;;;0;KGM;;1
WPBTENDN;;;;;;;;;0;KGM;;1
WPBTENDT;;;;;;;;;0;KGM;;1
WPBTHB;;;;;;;;;0;KGM;;1
WPBTN;;;;;;;;;0;KGM;;1
WPBTO;;;;;;;;;0;KGM;;1
WPBTS;;;;;;;;;0;KGM;;1
WPBTT;;;;;;;;;0;KGM;;1
WPBTZWIN;;;;;;;;;0;KGM;;1
WPERKONS;;;;;;;;;.272;KGM;;1
WPESBPETMS;;;;;;;;;0;KGM;;1
WPFBH;;;;;;;;;2.27;KGM;;1
WPGMS;;;;;;;;;0;KGM;;1
WPGSTFUSSMS;;;;;;;;;10.39;KGM;;1
WPGSTRLPB;;;;;;;;;1.976;KGM;;1
WPGSTSAEULMS;;;;;;;;;0;KGM;;1
WPGSTSEIABDK;;;;;;;;;.021;KGM;;1
WPHANDS;;;;;;;;;.093;KGM;;1
WPHKWKON;;;;;;;;;.09;KGM;;1
WPHKWPL;;;;;;;;;.079;KGM;;1
WPHUELFBHM2;;;;;;;;;.123;KGM;;1
WPHUELFBHM8;;;;;;;;;.115;KGM;;1
WPKEYSTPB;;;;;;;;;.009;KGM;;1
WPKGS;;;;;;;;;0;KGM;;1
WPKOLLSENSOR;;;;;;;;;.02;KGM;;1
WPKPS;;;;;;;;;0;KGM;;1
WPKTS;;;;;;;;;0;KGM;;1
WPKWT;;;;;;;;;0;KGM;;1
WPLINVERBTDB;;;;;;;;;.675;KGM;;1
WPMKWDB;;;;;;;;;0;KGM;;1
WPMOTSTBOX;;;;;;;;;.54;KGM;;1
WPNKMOTST;;;;;;;;;.12;KGM;;1
WPORPB;;;;;;;;;.09;KGM;;1
WPPABESABOG;;;;;;;;;0;KGM;;1
WPPABESN;;;;;;;;;0;KGM;;1
WPPABREGS;;;;;;;;;0;KGM;;1
WPPATS135RD;;;;;;;;;0;KGM;;1
WPPATS34RD;;;;;;;;;0;KGM;;1
WPPATSANSRD;;;;;;;;;0;KGM;;1
WPPATSDABOG;;;;;;;;;0;KGM;;1
WPPATSRDBOG;;;;;;;;;0;KGM;;1
WPPLTKONABT;;;;;;;;;.865;KGM;;1
WPPLTKONBE1;;;;;;;;;.859;KGM;;1
WPPLTKONBE2;;;;;;;;;1.2;KGM;;1
WPPLTKONMFR;;;;;;;;;1.2;KGM;;1
WPPMS;;;;;;;;;0;KGM;;1
WPROLPB;;;;;;;;;.206;KGM;;1
WPSMARTCON;;;;;;;;;.03;KGM;;1
WPSTFATS;;;;;;;;;3.14;KGM;;1
WPTBPB;;;;;;;;;.059;KGM;;1
WPTMS;;;;;;;;;0;KGM;;1
WPTZABDRAHE;;;;;;;;;.009;KGM;;1
WPTZBBNTS;;;;;;;;;.196;KGM;;1
WPTZCPULI;;;;;;;;;2.572;KGM;;1
WPTZCPURLW;;;;;;;;;11.638;KGM;;1
WPTZDBGSBL;;;;;;;;;0;KGM;;1
WPTZDBSBL;;;;;;;;;0;KGM;;1
WPTZDBSW;;;;;;;;;0;KGM;;1
WPTZEARE;;;;;;;;;.16;KGM;;1
WPTZFSCHR;;;;;;;;;.016;KGM;;1
WPTZGCPULI;;;;;;;;;.014;KGM;;1
WPTZHASF;;;;;;;;;.015;KGM;;1
WPTZHASFMS;;;;;;;;;.011;KGM;;1
WPTZHKK;;;;;;;;;.007;KGM;;1
WPTZHRWBLD;;;;;;;;;0;KGM;;1
WPTZHSDA;;;;;;;;;1.114;KGM;;1
WPTZKAKLA;;;;;;;;;.01;KGM;;1
WPTZKBLKK;;;;;;;;;.491;KGM;;1
WPTZKKDBZW;;;;;;;;;.381;KGM;;1
WPTZKKFKW;;;;;;;;;.645;KGM;;1
WPTZKKFPL;;;;;;;;;.645;KGM;;1
WPTZKKMK;;;;;;;;;1.212;KGM;;1
WPTZKKMKW;;;;;;;;;.753;KGM;;1
WPTZKKMPL;;;;;;;;;.759;KGM;;1
WPTZKSDA;;;;;;;;;1.857;KGM;;1
WPTZKSSF;;;;;;;;;.392;KGM;;1
WPTZKSSFPL;;;;;;;;;.392;KGM;;1
WPTZKSSKQ;;;;;;;;;.154;KGM;;1
WPTZKSSM;;;;;;;;;.391;KGM;;1
WPTZKSSMPL;;;;;;;;;.391;KGM;;1
WPTZPERSBOX;;;;;;;;;0;KGM;;1
WPTZPSDA;;;;;;;;;2.742;KGM;;1
WPTZROLF;;;;;;;;;.189;KGM;;1
WPTZROLFMS;;;;;;;;;.068;KGM;;1
WPTZRWBLD;;;;;;;;;0;KGM;;1
WPTZRWBLDS;;;;;;;;;0;KGM;;1
WPTZSDAP;;;;;;;;;5.759;KGM;;1
WPTZSLADDB;;;;;;;;;.105;KGM;;1
WPTZSMPC;;;;;;;;;1.029;KGM;;1
WPTZTBOX;;;;;;;;;.465;KGM;;1
WPTZTBOXBE;;;;;;;;;.087;KGM;;1
WPTZTNSW;;;;;;;;;0;KGM;;1
WPTZTSHAKEN;;;;;;;;;.177;KGM;;1
WPTZUBS;;;;;;;;;3.97;KGM;;1
WPTZZKW;;;;;;;;;.424;KGM;;1
WPVERBBLTIPL;;;;;;;;;.153;KGM;;1
WPVERBROTIPL;;;;;;;;;.584;KGM;;1
WPVERBWRA;;;;;;;;;.51;KGM;;1
WPVGHA;;;;;;;;;0;KGM;;1
WPVGR;;;;;;;;;0;KGM;;1
WPVKMOTST;;;;;;;;;.06;KGM;;1
WPVPHA;;;;;;;;;0;KGM;;1
WPVPR;;;;;;;;;0;KGM;;1
WPVTHA;;;;;;;;;0;KGM;;1
WPVTR;;;;;;;;;0;KGM;;1
WPZEKK;;;;;;;;;0;KGM;;1
WPZESD;;;;;;;;;.249;KGM;;1
WPZESDK53Z;;;;;;;;;.954;KGM;;1
WPZESZ;;;;;;;;;.406;KGM;;1
WPZEVT;;;;;;;;;.05;KGM;;1
